Date,Close,Adj Close,Volume,Open,High,Low
23/10/2020,27.65,22.26,"93,490",27.9,28,27.6
22/10/2020,27.7,22.3,"110,660",27.7,27.7,27.2
21/10/2020,27.7,22.3,"210,100",28,28.2,27.7
20/10/2020,28,22.54,"346,660",27.1,28.05,27.1
19/10/2020,27.1,21.82,"195,040",27.1,27.2,26.8
16/10/2020,26.75,21.54,"378,250",26.9,27.1,26.5
15/10/2020,26.9,21.66,"314,880",27,27.8,26.85
14/10/2020,27,21.74,"685,540",28.2,28.2,26.7
13/10/2020,28.2,22.7,"106,400",28.85,28.85,28
12/10/2020,28.85,23.23,"240,630",28.9,29.4,28.4
09/10/2020,28.9,23.27,"324,950",28.3,29.2,28
08/10/2020,28.05,22.58,"305,410",28.15,28.3,27.6
07/10/2020,28.15,22.66,"347,950",27.8,28.4,27.4
06/10/2020,27.95,22.5,"505,580",28,28.1,27.6
05/10/2020,27.6,22.22,"716,030",25.8,27.6,25.8
02/10/2020,25.8,20.77,"529,230",25.7,26.2,25.45
01/10/2020,25.7,20.69,"209,260",25.55,26,25.55
30/09/2020,25.55,20.57,"325,400",25.4,25.75,25
29/09/2020,25.6,20.61,"379,570",26.4,26.5,25.6
28/09/2020,26.4,21.26,"167,090",26.6,26.8,26.1
25/09/2020,26.45,21.3,"598,950",25.95,26.8,25.95
24/09/2020,25.95,20.89,"463,310",25.35,26.35,25.25
23/09/2020,25.35,20.41,"253,190",25.25,25.75,25.25
22/09/2020,25.25,20.33,"373,840",24.7,25.3,24.65
21/09/2020,24.9,20.05,"469,130",25.6,26,24.9
18/09/2020,25.55,20.57,"188,550",25.8,25.8,25.4
17/09/2020,25.7,20.69,"492,960",26,26,25
16/09/2020,26,20.93,"289,750",25.9,26.4,25.85
15/09/2020,25.9,20.85,"694,900",25.4,26.45,25.4
14/09/2020,25.4,20.45,"560,330",25.5,25.5,25
11/09/2020,25.3,20.37,"464,680",25.25,25.85,25.05
10/09/2020,25.05,20.17,"975,530",25.2,25.8,24.9
09/09/2020,24.6,19.81,"923,020",22.95,24.6,22.8
08/09/2020,23,18.52,"119,310",23,23.15,22.9
07/09/2020,23,18.52,"259,600",23,23.45,23
04/09/2020,23,18.52,"369,590",22.6,23.2,22.6
03/09/2020,23.45,18.88,"341,960",23.7,23.7,23.2
01/09/2020,23.4,18.84,"204,970",22.8,23.4,22.65
31/08/2020,22.8,18.36,"461,740",23.2,23.2,22.8
28/08/2020,23.4,18.84,"643,980",23.75,24.05,23.35
27/08/2020,23.75,19.12,"303,130",24,24,23.6
26/08/2020,23.75,19.12,"425,220",23.75,24.5,23.75
25/08/2020,23.75,19.12,"558,350",23.65,24.3,23.2
24/08/2020,23.65,19.04,"655,470",24.5,24.5,23.65
21/08/2020,24.4,19.65,"308,330",24.5,24.95,24.1
20/08/2020,24.5,19.73,"799,200",23.25,24.5,23
19/08/2020,23.4,18.84,"499,590",23,23.4,22.55
18/08/2020,23.25,18.72,"278,090",23.5,23.5,22.9
17/08/2020,24.45,18.48,"321,230",24.45,24.9,24.2
14/08/2020,24.5,18.52,"568,810",23.8,25,23.7
13/08/2020,23.9,18.06,"295,400",23.3,23.95,23.3
12/08/2020,23.5,17.76,"375,200",23.85,24,23.15
11/08/2020,23.9,18.06,"383,910",24.2,24.3,23.65
10/08/2020,24.2,18.29,"621,890",23.4,24.5,23.1
07/08/2020,23.6,17.84,"502,770",23.8,25.2,23.6
06/08/2020,23.75,17.95,"805,560",22.4,23.8,22.25
05/08/2020,22.25,16.82,"907,290",20.8,22.25,20.6
04/08/2020,20.8,15.72,"334,670",21,21,20.4
03/08/2020,20.85,15.76,"399,810",20.2,21.2,20.2
31/07/2020,20.15,15.23,"431,780",19.1,20.9,19.1
30/07/2020,19.65,14.85,"284,860",18.8,19.75,18.8
29/07/2020,18.8,14.21,"188,820",19,19,18.2
28/07/2020,19.2,14.51,"177,500",20.1,20.1,19.15
27/07/2020,18.9,14.28,"501,230",18,18.9,18
24/07/2020,17.7,13.38,"197,190",18.15,18.15,17.3
23/07/2020,18.05,13.64,"89,700",18.05,18.05,17.8
22/07/2020,18.05,13.64,"154,440",18.2,18.25,17.95
21/07/2020,18.05,13.64,"57,460",18.25,18.25,17.9
20/07/2020,18.05,13.64,"55,330",18.05,18.25,18.05
17/07/2020,18.15,13.72,"55,120",18.15,18.2,18.05
16/07/2020,18.2,13.76,"62,430",18.3,18.3,17.95
15/07/2020,18.25,13.79,"45,530",18.2,18.5,18
14/07/2020,18.05,13.64,"48,940",18,18.1,17.85
13/07/2020,18.05,13.64,"62,810",18.25,18.25,18
10/07/2020,18.25,13.79,"44,360",18.25,18.25,18.1
09/07/2020,18.25,13.79,"53,970",18.05,18.25,18
08/07/2020,18.05,13.64,"121,920",17.7,18.1,17.7
07/07/2020,18.1,13.68,"82,040",18,18.3,17.8
06/07/2020,18,13.6,"55,120",17.75,18,17.6
03/07/2020,17.6,13.3,"37,880",17.45,17.85,17.45
02/07/2020,17.6,13.3,"40,150",17.9,17.9,17.25
01/07/2020,17.55,13.26,"48,950",17.05,17.9,17.05
30/06/2020,17.2,13,"84,370",17.4,17.6,16.8
29/06/2020,17.2,13,"186,010",17.9,18.25,17.05
26/06/2020,18.25,13.79,"84,320",18.25,18.4,17.9
25/06/2020,18.25,13.79,"157,230",18.4,18.4,18
24/06/2020,18.5,13.98,"52,640",18.95,18.95,18.4
23/06/2020,18.8,14.21,"136,550",18.75,18.9,18.55
22/06/2020,18.7,14.13,"82,620",18.6,18.85,18.6
19/06/2020,18.7,14.13,"108,190",18.5,18.85,18.3
18/06/2020,18.3,13.83,"162,390",18,19.2,17.85
17/06/2020,18.2,13.76,"75,600",18.4,18.4,18.05
16/06/2020,18.3,13.83,"124,880",18.3,18.5,17.9
15/06/2020,18,13.6,"398,210",19.2,19.2,17.7
12/06/2020,19,14.36,"381,000",18.6,19.2,18.4
11/06/2020,19.75,14.93,"365,050",21.2,21.25,19.75
10/06/2020,21.2,16.02,"413,090",20.3,21.5,19.9
09/06/2020,20.35,15.38,"492,990",20,20.5,19.6
08/06/2020,19.6,14.81,"353,410",20.1,20.5,19.6
05/06/2020,19.6,14.81,"150,850",19.05,19.75,19.05
04/06/2020,19.3,14.59,"153,800",19.5,19.5,19.15
03/06/2020,19.5,14.74,"137,250",19.5,19.7,19
02/06/2020,19.5,14.74,"236,050",19.75,20,19.5
01/06/2020,19.75,14.93,"252,780",19.2,19.85,19.15
29/05/2020,19.15,14.47,"213,730",19.1,19.4,19
28/05/2020,19.1,14.44,"122,140",19.2,19.5,19.1
27/05/2020,19.2,14.51,"457,950",19.6,20.2,19.2
26/05/2020,19.3,14.59,"389,180",18.9,19.5,18.9
25/05/2020,18.8,14.21,"275,250",18.6,18.8,18.45
22/05/2020,18.6,14.06,"166,550",18.6,18.8,18.45
21/05/2020,18.8,14.21,"188,720",19,19.05,18.8
20/05/2020,18.95,14.32,"115,890",18.5,18.95,18.5
19/05/2020,18.7,14.13,"173,940",18.9,19.2,18.55
18/05/2020,18.9,14.28,"184,650",18.65,19,18.5
15/05/2020,18.65,14.1,"346,080",19.35,19.45,18.65
14/05/2020,19.5,14.74,"336,370",19.8,20.5,19.5
13/05/2020,19.95,15.08,"745,930",19,19.95,18.8
12/05/2020,19,14.36,"853,720",17.95,19,17.8
11/05/2020,17.95,13.57,"240,850",17.95,18,17.7
08/05/2020,17.8,13.45,"180,770",18.1,18.4,17.8
07/05/2020,18.1,13.68,"330,200",17.2,18.2,17.2
06/05/2020,17.2,13,"179,620",17.5,17.6,17.1
05/05/2020,17.6,13.3,"178,380",17,17.65,17
04/05/2020,17,12.85,"123,810",17.3,17.55,17
29/04/2020,17.7,13.38,"84,130",17.7,18.4,17.65
